person_cluster,variant,area_name,mentions,poems
John / Jaan / Jussi / Hans,Hans,Ambla,13,7
John / Jaan / Jussi / Hans,Hans,Anseküla,1,1
John / Jaan / Jussi / Hans,Hans,Audru,11,6
John / Jaan / Jussi / Hans,Hans,Haljala,1,1
John / Jaan / Jussi / Hans,Hans,Halliste,14,10
John / Jaan / Jussi / Hans,Hans,Harju-Jaani,5,4
John / Jaan / Jussi / Hans,Hans,Harju-Madise,1,1
John / Jaan / Jussi / Hans,Hans,Helme,4,3
John / Jaan / Jussi / Hans,Hans,Häädemeeste,1,1
John / Jaan / Jussi / Hans,Hans,Iisaku,2,2
John / Jaan / Jussi / Hans,Hans,Järva-Jaani,6,3
John / Jaan / Jussi / Hans,Hans,Järva-Madise,8,4
John / Jaan / Jussi / Hans,Hans,Jõelähtme,1,1
John / Jaan / Jussi / Hans,Hans,Jõhvi,2,2
John / Jaan / Jussi / Hans,Hans,Jüri,7,4
John / Jaan / Jussi / Hans,Hans,Kaarma,11,1
John / Jaan / Jussi / Hans,Hans,Kadrina,5,5
John / Jaan / Jussi / Hans,Hans,Karja,14,2
John / Jaan / Jussi / Hans,Hans,Karksi,8,6
John / Jaan / Jussi / Hans,Hans,Karuse,8,5
John / Jaan / Jussi / Hans,Hans,Koeru,6,4
John / Jaan / Jussi / Hans,Hans,Kolga-Jaani,18,6
John / Jaan / Jussi / Hans,Hans,Kose,19,10
John / Jaan / Jussi / Hans,Hans,Kullamaa,1,1
John / Jaan / Jussi / Hans,Hans,Kursi,1,1
John / Jaan / Jussi / Hans,Hans,Kuusalu,3,2
John / Jaan / Jussi / Hans,Hans,Kymi,1,1
John / Jaan / Jussi / Hans,Hans,Kõpu,7,4
John / Jaan / Jussi / Hans,Hans,Laiuse,5,4
John / Jaan / Jussi / Hans,Hans,Lüganuse,1,1
John / Jaan / Jussi / Hans,Hans,Maarja-Magdaleena,1,1
John / Jaan / Jussi / Hans,Hans,Mihkli,3,2
John / Jaan / Jussi / Hans,Hans,Muhu,1,1
John / Jaan / Jussi / Hans,Hans,Nurmijärvi,1,1
John / Jaan / Jussi / Hans,Hans,Otepää,3,2
John / Jaan / Jussi / Hans,Hans,Paide,5,3
John / Jaan / Jussi / Hans,Hans,Paistu,11,5
John / Jaan / Jussi / Hans,Hans,Palamuse,8,4
John / Jaan / Jussi / Hans,Hans,Peetri,1,1
John / Jaan / Jussi / Hans,Hans,Pilistvere,6,5
John / Jaan / Jussi / Hans,Hans,Puhja,3,1
John / Jaan / Jussi / Hans,Hans,Pärnu,7,1
John / Jaan / Jussi / Hans,Hans,Pärnu-Jaagupi,2,2
John / Jaan / Jussi / Hans,Hans,Põltsamaa,22,5
John / Jaan / Jussi / Hans,Hans,Pöide,2,2
John / Jaan / Jussi / Hans,Hans,Rannu,1,1
John / Jaan / Jussi / Hans,Hans,Rapla,6,4
John / Jaan / Jussi / Hans,Hans,Risti,6,2
John / Jaan / Jussi / Hans,Hans,Räpina,1,1
John / Jaan / Jussi / Hans,Hans,Rõngu,1,1
John / Jaan / Jussi / Hans,Hans,Rõuge,4,1
John / Jaan / Jussi / Hans,Hans,Saarde,10,4
John / Jaan / Jussi / Hans,Hans,Simuna,4,3
John / Jaan / Jussi / Hans,Hans,Suure-Jaani,5,5
John / Jaan / Jussi / Hans,Hans,Tartu-Maarja,4,2
John / Jaan / Jussi / Hans,Hans,Tarvastu,12,5
John / Jaan / Jussi / Hans,Hans,Tori,5,1
John / Jaan / Jussi / Hans,Hans,Torma,2,1
John / Jaan / Jussi / Hans,Hans,Türi,7,4
John / Jaan / Jussi / Hans,Hans,Vaivara,2,1
John / Jaan / Jussi / Hans,Hans,Vigala,4,3
John / Jaan / Jussi / Hans,Hans,Viljandi,19,11
John / Jaan / Jussi / Hans,Hans,Viru-Jaagupi,1,1
John / Jaan / Jussi / Hans,Hans,Viru-Nigula,6,4
John / Jaan / Jussi / Hans,Hans,Väike-Maarja,9,7
John / Jaan / Jussi / Hans,Hans,Vändra,14,8
John / Jaan / Jussi / Hans,Hans,Võnnu,11,5
John / Jaan / Jussi / Hans,Hans,Äksi,1,1
John / Jaan / Jussi / Hans,Iivana,Ilomantsi,4,1
John / Jaan / Jussi / Hans,Iivana,Joroinen,1,1
John / Jaan / Jussi / Hans,Iivana,Kaprio,3,1
John / Jaan / Jussi / Hans,Iivana,Leppävirta,1,1
John / Jaan / Jussi / Hans,Iivana,Narvusi,9,5
John / Jaan / Jussi / Hans,Iivana,Repola,2,1
John / Jaan / Jussi / Hans,Iivana,Soikkola,2,2
John / Jaan / Jussi / Hans,Iivana,Suistamo,1,1
John / Jaan / Jussi / Hans,Iivana,Uhtua,1,1
John / Jaan / Jussi / Hans,Iivana,Vuokkiniemi,1,1
John / Jaan / Jussi / Hans,Iivana,Vuole,1,1
John / Jaan / Jussi / Hans,Jaan,Ambla,12,9
John / Jaan / Jussi / Hans,Jaan,Anseküla,1,1
John / Jaan / Jussi / Hans,Jaan,Audru,6,6
John / Jaan / Jussi / Hans,Jaan,Hageri,2,2
John / Jaan / Jussi / Hans,Jaan,Haljala,15,9
John / Jaan / Jussi / Hans,Jaan,Halliste,35,12
John / Jaan / Jussi / Hans,Jaan,Hanila,15,6
John / Jaan / Jussi / Hans,Jaan,Hargla,5,3
John / Jaan / Jussi / Hans,Jaan,Harju-Jaani,7,7
John / Jaan / Jussi / Hans,Jaan,Helme,34,8
John / Jaan / Jussi / Hans,Jaan,Häädemeeste,10,10
John / Jaan / Jussi / Hans,Jaan,Iisaku,1,1
John / Jaan / Jussi / Hans,Jaan,Jaani,1,1
John / Jaan / Jussi / Hans,Jaan,Juuru,2,2
John / Jaan / Jussi / Hans,Jaan,Järva-Jaani,5,4
John / Jaan / Jussi / Hans,Jaan,Järva-Madise,8,6
John / Jaan / Jussi / Hans,Jaan,Jõelähtme,2,2
John / Jaan / Jussi / Hans,Jaan,Jõhvi,8,6
John / Jaan / Jussi / Hans,Jaan,Jüri,8,5
John / Jaan / Jussi / Hans,Jaan,Kaarma,4,2
John / Jaan / Jussi / Hans,Jaan,Kadrina,10,10
John / Jaan / Jussi / Hans,Jaan,Kambja,2,2
John / Jaan / Jussi / Hans,Jaan,Kanepi,1,1
John / Jaan / Jussi / Hans,Jaan,Karja,1,1
John / Jaan / Jussi / Hans,Jaan,Karksi,41,11
John / Jaan / Jussi / Hans,Jaan,Karula,3,2
John / Jaan / Jussi / Hans,Jaan,Karuse,24,10
John / Jaan / Jussi / Hans,Jaan,Kihelkonna,8,1
John / Jaan / Jussi / Hans,Jaan,Kodavere,2,2
John / Jaan / Jussi / Hans,Jaan,Koeru,56,8
John / Jaan / Jussi / Hans,Jaan,Kolga-Jaani,33,17
John / Jaan / Jussi / Hans,Jaan,Kose,11,7
John / Jaan / Jussi / Hans,Jaan,Kullamaa,4,4
John / Jaan / Jussi / Hans,Jaan,Kursi,6,4
John / Jaan / Jussi / Hans,Jaan,Kuusalu,17,11
John / Jaan / Jussi / Hans,Jaan,Kõpu,4,2
John / Jaan / Jussi / Hans,Jaan,Laiuse,6,5
John / Jaan / Jussi / Hans,Jaan,Lihula,6,1
John / Jaan / Jussi / Hans,Jaan,Lüganuse,4,4
John / Jaan / Jussi / Hans,Jaan,Maarja-Magdaleena,5,5
John / Jaan / Jussi / Hans,Jaan,Martna,11,3
John / Jaan / Jussi / Hans,Jaan,Mihkli,11,4
John / Jaan / Jussi / Hans,Jaan,Muhu,41,15
John / Jaan / Jussi / Hans,Jaan,Mustjala,3,3
John / Jaan / Jussi / Hans,Jaan,Märjamaa,17,7
John / Jaan / Jussi / Hans,Jaan,Nõo,9,3
John / Jaan / Jussi / Hans,Jaan,Otepää,5,4
John / Jaan / Jussi / Hans,Jaan,Paistu,70,8
John / Jaan / Jussi / Hans,Jaan,Palamuse,4,3
John / Jaan / Jussi / Hans,Jaan,Peetri,59,9
John / Jaan / Jussi / Hans,Jaan,Pilistvere,8,5
John / Jaan / Jussi / Hans,Jaan,Puhja,8,5
John / Jaan / Jussi / Hans,Jaan,Pärnu,17,11
John / Jaan / Jussi / Hans,Jaan,Pärnu-Jaagupi,2,2
John / Jaan / Jussi / Hans,Jaan,Põltsamaa,11,5
John / Jaan / Jussi / Hans,Jaan,Põlva,4,3
John / Jaan / Jussi / Hans,Jaan,Pöide,4,4
John / Jaan / Jussi / Hans,Jaan,Pühalepa,4,2
John / Jaan / Jussi / Hans,Jaan,Rakvere,3,2
John / Jaan / Jussi / Hans,Jaan,Rannu,5,3
John / Jaan / Jussi / Hans,Jaan,Rapla,7,2
John / Jaan / Jussi / Hans,Jaan,Reigi,1,1
John / Jaan / Jussi / Hans,Jaan,Ridala,2,1
John / Jaan / Jussi / Hans,Jaan,Risti,10,3
John / Jaan / Jussi / Hans,Jaan,Räpina,12,2
John / Jaan / Jussi / Hans,Jaan,Rõngu,7,7
John / Jaan / Jussi / Hans,Jaan,Rõuge,7,4
John / Jaan / Jussi / Hans,Jaan,Saarde,4,2
John / Jaan / Jussi / Hans,Jaan,Sangaste,6,4
John / Jaan / Jussi / Hans,Jaan,Setumaa,11,8
John / Jaan / Jussi / Hans,Jaan,Simuna,7,4
John / Jaan / Jussi / Hans,Jaan,Suure-Jaani,24,15
John / Jaan / Jussi / Hans,Jaan,Tartu-Maarja,10,3
John / Jaan / Jussi / Hans,Jaan,Tarvastu,7,6
John / Jaan / Jussi / Hans,Jaan,Tori,11,9
John / Jaan / Jussi / Hans,Jaan,Torma,8,5
John / Jaan / Jussi / Hans,Jaan,Tõstamaa,3,3
John / Jaan / Jussi / Hans,Jaan,Türi,4,4
John / Jaan / Jussi / Hans,Jaan,Urvaste,5,4
John / Jaan / Jussi / Hans,Jaan,Vaivara,1,1
John / Jaan / Jussi / Hans,Jaan,Valjala,1,1
John / Jaan / Jussi / Hans,Jaan,Varbla,5,3
John / Jaan / Jussi / Hans,Jaan,Vigala,15,10
John / Jaan / Jussi / Hans,Jaan,Viljandi,16,12
John / Jaan / Jussi / Hans,Jaan,Viru-Jaagupi,2,2
John / Jaan / Jussi / Hans,Jaan,Viru-Nigula,4,4
John / Jaan / Jussi / Hans,Jaan,Väike-Maarja,7,7
John / Jaan / Jussi / Hans,Jaan,Vändra,7,5
John / Jaan / Jussi / Hans,Jaan,Võnnu,5,3
John / Jaan / Jussi / Hans,Jaan,Äksi,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Alajärvi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Alavus,3,2
John / Jaan / Jussi / Hans,Jussi/Juss,Asikkala,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Askainen,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Eurajoki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Evijärvi,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Forssa,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Halikko,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Haljala,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Harlu,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Hartola,5,4
John / Jaan / Jussi / Hans,Jussi/Juss,Hattula,13,11
John / Jaan / Jussi / Hans,Jussi/Juss,Hauho,5,4
John / Jaan / Jussi / Hans,Jussi/Juss,Haukivuori,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Hausjärvi,5,5
John / Jaan / Jussi / Hans,Jussi/Juss,Heinjoki,7,3
John / Jaan / Jussi / Hans,Jussi/Juss,Heinävesi,13,12
John / Jaan / Jussi / Hans,Jussi/Juss,Helsinki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Humppila,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Hyvinkää,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Hämeenkyrö,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Hämeenlinna,6,6
John / Jaan / Jussi / Hans,Jussi/Juss,Häädemeeste,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Iisalmi,4,4
John / Jaan / Jussi / Hans,Jussi/Juss,Iitti,2,1
John / Jaan / Jussi / Hans,Jussi/Juss,Ilomantsi,5,5
John / Jaan / Jussi / Hans,Jussi/Juss,Isojoki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Jalasjärvi,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Janakkala,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Jokioinen,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Joroinen,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Joutseno,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Juuka,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Juva,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Jällivaara,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Jämsä,3,2
John / Jaan / Jussi / Hans,Jussi/Juss,Jõelähtme,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Jüri,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kaavi,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Kalajoki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kangasala,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kangaslampi,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Kangasniemi,6,3
John / Jaan / Jussi / Hans,Jussi/Juss,Kanneljärvi,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Karinainen,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Karksi,4,3
John / Jaan / Jussi / Hans,Jussi/Juss,Karstula,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Karttula,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Karuna,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Karunki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kauhajoki,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Kauhava,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kaukola,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Kauvatsa,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kemi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kerimäki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kihniö,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Kiihtelysvaara,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kiikka,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kiikoinen,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kinnula,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kirvu,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kitee,7,3
John / Jaan / Jussi / Hans,Jussi/Juss,Kiukainen,2,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kiuruvesi,10,7
John / Jaan / Jussi / Hans,Jussi/Juss,Kivennapa,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Kivijärvi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kokemäki,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Kontiolahti,4,3
John / Jaan / Jussi / Hans,Jussi/Juss,Kontokki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Koprina,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Korpilahti,2,1
John / Jaan / Jussi / Hans,Jussi/Juss,Korpiselkä,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kose,2,1
John / Jaan / Jussi / Hans,Jussi/Juss,Koski Hl.,4,4
John / Jaan / Jussi / Hans,Jussi/Juss,Koski Tl.,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kuhmo,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kuhmoinen,2,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kuopio,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kurikka,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kurkijoki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kursi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kuusamo,3,1
John / Jaan / Jussi / Hans,Jussi/Juss,Kärkölä,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Kärsämäki,3,2
John / Jaan / Jussi / Hans,Jussi/Juss,Lahti,4,2
John / Jaan / Jussi / Hans,Jussi/Juss,Laihia,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Laitila,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Lapinlahti,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Lappajärvi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Lappee,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Lapua,7,6
John / Jaan / Jussi / Hans,Jussi/Juss,Lapväärtti,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Lehtimäki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Lempaala,3,2
John / Jaan / Jussi / Hans,Jussi/Juss,Leppävirta,7,6
John / Jaan / Jussi / Hans,Jussi/Juss,Liissilä,4,1
John / Jaan / Jussi / Hans,Jussi/Juss,Liperi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Loppi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Lumivaara,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Luopioinen,4,4
John / Jaan / Jussi / Hans,Jussi/Juss,Luvia,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Längelmäki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Maaninka,3,2
John / Jaan / Jussi / Hans,Jussi/Juss,Marttila,2,1
John / Jaan / Jussi / Hans,Jussi/Juss,Masku,2,1
John / Jaan / Jussi / Hans,Jussi/Juss,Merikarvia,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Merimasku,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Messukylä,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Metsäpirtti,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Mietoinen,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Moloskovitsa,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Mouhijärvi,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Muhos,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Muolaa,5,4
John / Jaan / Jussi / Hans,Jussi/Juss,Mustjala,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Muurla,17,11
John / Jaan / Jussi / Hans,Jussi/Juss,Muuruvesi,3,1
John / Jaan / Jussi / Hans,Jussi/Juss,Mynämäki,9,5
John / Jaan / Jussi / Hans,Jussi/Juss,Myrskylä,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Mäntsälä,4,4
John / Jaan / Jussi / Hans,Jussi/Juss,Mäntyharju,2,1
John / Jaan / Jussi / Hans,Jussi/Juss,Märjamaa,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Nakkila,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Nastola,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Nilsiä,4,4
John / Jaan / Jussi / Hans,Jussi/Juss,Noormarkku,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Nousiainen,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Nurmes,11,10
John / Jaan / Jussi / Hans,Jussi/Juss,Orimattila,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Paavola,2,1
John / Jaan / Jussi / Hans,Jussi/Juss,Paimio,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Perho,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Perniö,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Pertteli,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Pielavesi,4,3
John / Jaan / Jussi / Hans,Jussi/Juss,Pielisjärvi,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Pihtipudas,2,1
John / Jaan / Jussi / Hans,Jussi/Juss,Pilistvere,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Pirkkala,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Polvijärvi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Pomarkku,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Pori,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Pudasjärvi,5,3
John / Jaan / Jussi / Hans,Jussi/Juss,Punkalaidun,4,4
John / Jaan / Jussi / Hans,Jussi/Juss,Pusula,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Pyhäjärvi Ol.,4,3
John / Jaan / Jussi / Hans,Jussi/Juss,Pyhäjärvi Ul.,4,3
John / Jaan / Jussi / Hans,Jussi/Juss,Pyhäselkä,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Pälkjärvi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Pälkäne,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Pöytyä,7,4
John / Jaan / Jussi / Hans,Jussi/Juss,Ranua,6,6
John / Jaan / Jussi / Hans,Jussi/Juss,Rapla,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Rauma,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Rautavaara,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Rautjärvi,2,1
John / Jaan / Jussi / Hans,Jussi/Juss,Rautu,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Renko,6,4
John / Jaan / Jussi / Hans,Jussi/Juss,Ruokolahti,4,3
John / Jaan / Jussi / Hans,Jussi/Juss,Ruovesi,7,6
John / Jaan / Jussi / Hans,Jussi/Juss,Rusko,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Räisälä,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Rääkkylä,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Rääpyvä,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Rõuge,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Saarijärvi,13,13
John / Jaan / Jussi / Hans,Jussi/Juss,Sakkola,7,4
John / Jaan / Jussi / Hans,Jussi/Juss,Savonlinna,5,5
John / Jaan / Jussi / Hans,Jussi/Juss,Siikajoki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Siilinjärvi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Simo,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Simuna,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Soanlahti,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Somerniemi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Somero,4,4
John / Jaan / Jussi / Hans,Jussi/Juss,Sonkajärvi,4,4
John / Jaan / Jussi / Hans,Jussi/Juss,Sortavala,3,2
John / Jaan / Jussi / Hans,Jussi/Juss,Sotkamo,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Suistamo,4,3
John / Jaan / Jussi / Hans,Jussi/Juss,Sulkava,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Suomusjärvi,3,2
John / Jaan / Jussi / Hans,Jussi/Juss,Suomussalmi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Suonenjoki,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Suure-Jaani,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Sysmä,4,4
John / Jaan / Jussi / Hans,Jussi/Juss,Sääksmäki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Taivassalo,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Tammela,10,5
John / Jaan / Jussi / Hans,Jussi/Juss,Tampere,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Terijoki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Tervo,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Teuva,3,3
John / Jaan / Jussi / Hans,Jussi/Juss,Tohmajärvi,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Turku,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Turtola,4,4
John / Jaan / Jussi / Hans,Jussi/Juss,Tuulos,5,5
John / Jaan / Jussi / Hans,Jussi/Juss,Tuusniemi,5,5
John / Jaan / Jussi / Hans,Jussi/Juss,Tuusula,3,2
John / Jaan / Jussi / Hans,Jussi/Juss,Tyrväntö,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Tyrvää,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Tyrö,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Tytärsaari,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Töysä,3,2
John / Jaan / Jussi / Hans,Jussi/Juss,Uhtua,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Ulvila,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Urjala,4,4
John / Jaan / Jussi / Hans,Jussi/Juss,Uskela,17,14
John / Jaan / Jussi / Hans,Jussi/Juss,Uusikaupunki,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Vanaja,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Varkaus,5,3
John / Jaan / Jussi / Hans,Jussi/Juss,Vehkalahti,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Vehmaa,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Venjoki,4,1
John / Jaan / Jussi / Hans,Jussi/Juss,Vesanto,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Vesilahti,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Veteli,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Vihti,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Viipuri,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Viljandi,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Virtasalmi,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Vuokkiniemi,11,2
John / Jaan / Jussi / Hans,Jussi/Juss,Vuole,4,2
John / Jaan / Jussi / Hans,Jussi/Juss,Võnnu,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Ylihärmä,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Ylikiiminki,1,1
John / Jaan / Jussi / Hans,Jussi/Juss,Ylistaro,2,2
John / Jaan / Jussi / Hans,Jussi/Juss,Yläne,4,2
John / Jaan / Jussi / Hans,Jussi/Juss,Ypäjä,1,1
John / Jaan / Jussi / Hans,Other,Alavus,1,1
John / Jaan / Jussi / Hans,Other,Ambla,3,3
John / Jaan / Jussi / Hans,Other,Anseküla,2,2
John / Jaan / Jussi / Hans,Other,Asikkala,1,1
John / Jaan / Jussi / Hans,Other,Audru,1,1
John / Jaan / Jussi / Hans,Other,Haljala,6,5
John / Jaan / Jussi / Hans,Other,Halliste,1,1
John / Jaan / Jussi / Hans,Other,Hanila,1,1
John / Jaan / Jussi / Hans,Other,Harju-Jaani,5,3
John / Jaan / Jussi / Hans,Other,Hämeenlinna,2,1
John / Jaan / Jussi / Hans,Other,Iisaku,1,1
John / Jaan / Jussi / Hans,Other,Ilomantsi,4,4
John / Jaan / Jussi / Hans,Other,Impilahti,1,1
John / Jaan / Jussi / Hans,Other,Joroinen,1,1
John / Jaan / Jussi / Hans,Other,Järva-Jaani,1,1
John / Jaan / Jussi / Hans,Other,Jõelähtme,1,1
John / Jaan / Jussi / Hans,Other,Jõhvi,1,1
John / Jaan / Jussi / Hans,Other,Kaavi,1,1
John / Jaan / Jussi / Hans,Other,Kadrina,6,4
John / Jaan / Jussi / Hans,Other,Kanepi,1,1
John / Jaan / Jussi / Hans,Other,Kankaanpää,1,1
