person_cluster,area_name,variant,mentions,poems
John / Jaan / Jussi / Hans,Lapinlahti,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Lappajärvi,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Lappee,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Lapua,Jussi/Juss,7,6
John / Jaan / Jussi / Hans,Lapväärtti,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Lehtimäki,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Lempaala,Jussi/Juss,3,2
John / Jaan / Jussi / Hans,Lempaala,Other,2,2
John / Jaan / Jussi / Hans,Leppävirta,Iivana,1,1
John / Jaan / Jussi / Hans,Leppävirta,Jussi/Juss,7,6
John / Jaan / Jussi / Hans,Lihula,Jaan,6,1
John / Jaan / Jussi / Hans,Liissilä,Jussi/Juss,4,1
John / Jaan / Jussi / Hans,Liissilä,Other,1,1
John / Jaan / Jussi / Hans,Liperi,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Lohja,Other,2,1
John / Jaan / Jussi / Hans,Loppi,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Lumivaara,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Luopioinen,Jussi/Juss,4,4
John / Jaan / Jussi / Hans,Luvia,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Längelmäki,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Lääne-Nigula,Ants,4,2
John / Jaan / Jussi / Hans,Lüganuse,Ants,3,3
John / Jaan / Jussi / Hans,Lüganuse,Hans,1,1
John / Jaan / Jussi / Hans,Lüganuse,Jaan,4,4
John / Jaan / Jussi / Hans,Maaninka,Jussi/Juss,3,2
John / Jaan / Jussi / Hans,Maaninka,Other,2,1
John / Jaan / Jussi / Hans,Maarja-Magdaleena,Hans,1,1
John / Jaan / Jussi / Hans,Maarja-Magdaleena,Jaan,5,5
John / Jaan / Jussi / Hans,Maarja-Magdaleena,Other,1,1
John / Jaan / Jussi / Hans,Markkova,Other,1,1
John / Jaan / Jussi / Hans,Martna,Jaan,11,3
John / Jaan / Jussi / Hans,Marttila,Jussi/Juss,2,1
John / Jaan / Jussi / Hans,Masku,Jussi/Juss,2,1
John / Jaan / Jussi / Hans,Merikarvia,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Merimasku,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Messukylä,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Metsäpirtti,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Mietoinen,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Mihkli,Ants,1,1
John / Jaan / Jussi / Hans,Mihkli,Hans,3,2
John / Jaan / Jussi / Hans,Mihkli,Jaan,11,4
John / Jaan / Jussi / Hans,Mihkli,Other,1,1
John / Jaan / Jussi / Hans,Moloskovitsa,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Mouhijärvi,Jussi/Juss,3,3
John / Jaan / Jussi / Hans,Muhos,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Muhu,Ants,5,4
John / Jaan / Jussi / Hans,Muhu,Hans,1,1
John / Jaan / Jussi / Hans,Muhu,Jaan,41,15
John / Jaan / Jussi / Hans,Muhu,Other,8,3
John / Jaan / Jussi / Hans,Muolaa,Jussi/Juss,5,4
John / Jaan / Jussi / Hans,Mustjala,Ants,7,4
John / Jaan / Jussi / Hans,Mustjala,Jaan,3,3
John / Jaan / Jussi / Hans,Mustjala,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Muurla,Jussi/Juss,17,11
John / Jaan / Jussi / Hans,Muurla,Other,4,2
John / Jaan / Jussi / Hans,Muuruvesi,Jussi/Juss,3,1
John / Jaan / Jussi / Hans,Mynämäki,Jussi/Juss,9,5
John / Jaan / Jussi / Hans,Myrskylä,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Mäntsälä,Jussi/Juss,4,4
John / Jaan / Jussi / Hans,Mäntyharju,Jussi/Juss,2,1
John / Jaan / Jussi / Hans,Mäntyharju,Other,1,1
John / Jaan / Jussi / Hans,Märjamaa,Ants,9,5
John / Jaan / Jussi / Hans,Märjamaa,Jaan,17,7
John / Jaan / Jussi / Hans,Märjamaa,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Nakkila,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Narvusi,Iivana,9,5
John / Jaan / Jussi / Hans,Narvusi,Other,2,2
John / Jaan / Jussi / Hans,Nastola,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Nilsiä,Jussi/Juss,4,4
John / Jaan / Jussi / Hans,Noormarkku,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Nousiainen,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Nurmes,Jussi/Juss,11,10
John / Jaan / Jussi / Hans,Nurmijärvi,Hans,1,1
John / Jaan / Jussi / Hans,Nõo,Ants,2,1
John / Jaan / Jussi / Hans,Nõo,Jaan,9,3
John / Jaan / Jussi / Hans,Orimattila,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Otepää,Ants,1,1
John / Jaan / Jussi / Hans,Otepää,Hans,3,2
John / Jaan / Jussi / Hans,Otepää,Jaan,5,4
John / Jaan / Jussi / Hans,Otepää,Other,1,1
John / Jaan / Jussi / Hans,Paattinen,Other,1,1
John / Jaan / Jussi / Hans,Paavola,Jussi/Juss,2,1
John / Jaan / Jussi / Hans,Paide,Hans,5,3
John / Jaan / Jussi / Hans,Paide,Other,11,2
John / Jaan / Jussi / Hans,Paimio,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Paimio,Other,1,1
John / Jaan / Jussi / Hans,Paistu,Ants,1,1
John / Jaan / Jussi / Hans,Paistu,Hans,11,5
John / Jaan / Jussi / Hans,Paistu,Jaan,70,8
John / Jaan / Jussi / Hans,Paistu,Other,7,6
John / Jaan / Jussi / Hans,Palamuse,Hans,8,4
John / Jaan / Jussi / Hans,Palamuse,Jaan,4,3
John / Jaan / Jussi / Hans,Paltamo,Other,2,2
John / Jaan / Jussi / Hans,Peetri,Ants,3,3
John / Jaan / Jussi / Hans,Peetri,Hans,1,1
John / Jaan / Jussi / Hans,Peetri,Jaan,59,9
John / Jaan / Jussi / Hans,Peetri,Other,1,1
John / Jaan / Jussi / Hans,Perho,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Perniö,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Pertteli,Jussi/Juss,3,3
John / Jaan / Jussi / Hans,Pielavesi,Jussi/Juss,4,3
John / Jaan / Jussi / Hans,Pielavesi,Other,2,1
John / Jaan / Jussi / Hans,Pielisjärvi,Jussi/Juss,3,3
John / Jaan / Jussi / Hans,Pielisjärvi,Other,1,1
John / Jaan / Jussi / Hans,Pihtipudas,Jussi/Juss,2,1
John / Jaan / Jussi / Hans,Pilistvere,Ants,1,1
John / Jaan / Jussi / Hans,Pilistvere,Hans,6,5
John / Jaan / Jussi / Hans,Pilistvere,Jaan,8,5
John / Jaan / Jussi / Hans,Pilistvere,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Pirkkala,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Polvijärvi,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Pomarkku,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Pori,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Pudasjärvi,Jussi/Juss,5,3
John / Jaan / Jussi / Hans,Puhja,Hans,3,1
John / Jaan / Jussi / Hans,Puhja,Jaan,8,5
John / Jaan / Jussi / Hans,Puhja,Other,2,2
John / Jaan / Jussi / Hans,Punkalaidun,Jussi/Juss,4,4
John / Jaan / Jussi / Hans,Pusula,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Pyhäjärvi Ol.,Jussi/Juss,4,3
John / Jaan / Jussi / Hans,Pyhäjärvi Ol.,Other,1,1
John / Jaan / Jussi / Hans,Pyhäjärvi Ul.,Jussi/Juss,4,3
John / Jaan / Jussi / Hans,Pyhäselkä,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Pälkjärvi,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Pälkäne,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Pärnu,Ants,2,2
John / Jaan / Jussi / Hans,Pärnu,Hans,7,1
John / Jaan / Jussi / Hans,Pärnu,Jaan,17,11
John / Jaan / Jussi / Hans,Pärnu-Jaagupi,Hans,2,2
John / Jaan / Jussi / Hans,Pärnu-Jaagupi,Jaan,2,2
John / Jaan / Jussi / Hans,Põltsamaa,Ants,6,2
John / Jaan / Jussi / Hans,Põltsamaa,Hans,22,5
John / Jaan / Jussi / Hans,Põltsamaa,Jaan,11,5
John / Jaan / Jussi / Hans,Põltsamaa,Other,3,3
John / Jaan / Jussi / Hans,Põlva,Ants,2,2
John / Jaan / Jussi / Hans,Põlva,Jaan,4,3
John / Jaan / Jussi / Hans,Pöide,Hans,2,2
John / Jaan / Jussi / Hans,Pöide,Jaan,4,4
John / Jaan / Jussi / Hans,Pöide,Other,3,1
John / Jaan / Jussi / Hans,Pöytyä,Jussi/Juss,7,4
John / Jaan / Jussi / Hans,Pühalepa,Ants,1,1
John / Jaan / Jussi / Hans,Pühalepa,Jaan,4,2
John / Jaan / Jussi / Hans,Rakvere,Jaan,3,2
John / Jaan / Jussi / Hans,Rannu,Ants,1,1
John / Jaan / Jussi / Hans,Rannu,Hans,1,1
John / Jaan / Jussi / Hans,Rannu,Jaan,5,3
John / Jaan / Jussi / Hans,Rannu,Other,2,2
John / Jaan / Jussi / Hans,Ranua,Jussi/Juss,6,6
John / Jaan / Jussi / Hans,Rapla,Hans,6,4
John / Jaan / Jussi / Hans,Rapla,Jaan,7,2
John / Jaan / Jussi / Hans,Rapla,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Rauma,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Rautalampi,Other,1,1
John / Jaan / Jussi / Hans,Rautavaara,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Rautjärvi,Jussi/Juss,2,1
John / Jaan / Jussi / Hans,Rautu,Jussi/Juss,3,3
John / Jaan / Jussi / Hans,Reigi,Ants,2,1
John / Jaan / Jussi / Hans,Reigi,Jaan,1,1
John / Jaan / Jussi / Hans,Renko,Jussi/Juss,6,4
John / Jaan / Jussi / Hans,Repola,Iivana,2,1
John / Jaan / Jussi / Hans,Ridala,Ants,1,1
John / Jaan / Jussi / Hans,Ridala,Jaan,2,1
John / Jaan / Jussi / Hans,Risti,Ants,3,2
John / Jaan / Jussi / Hans,Risti,Hans,6,2
John / Jaan / Jussi / Hans,Risti,Jaan,10,3
John / Jaan / Jussi / Hans,Risti,Other,6,4
John / Jaan / Jussi / Hans,Rovaniemi,Other,1,1
John / Jaan / Jussi / Hans,Ruokolahti,Jussi/Juss,4,3
John / Jaan / Jussi / Hans,Ruotsin Ylitornio,Other,2,1
John / Jaan / Jussi / Hans,Ruovesi,Jussi/Juss,7,6
John / Jaan / Jussi / Hans,Rusko,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Räisälä,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Räpina,Ants,1,1
John / Jaan / Jussi / Hans,Räpina,Hans,1,1
John / Jaan / Jussi / Hans,Räpina,Jaan,12,2
John / Jaan / Jussi / Hans,Räpina,Other,1,1
John / Jaan / Jussi / Hans,Rääkkylä,Jussi/Juss,3,3
John / Jaan / Jussi / Hans,Rääpyvä,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Rõngu,Hans,1,1
John / Jaan / Jussi / Hans,Rõngu,Jaan,7,7
John / Jaan / Jussi / Hans,Rõngu,Other,1,1
John / Jaan / Jussi / Hans,Rõuge,Ants,5,3
John / Jaan / Jussi / Hans,Rõuge,Hans,4,1
John / Jaan / Jussi / Hans,Rõuge,Jaan,7,4
John / Jaan / Jussi / Hans,Rõuge,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Rõuge,Other,2,1
John / Jaan / Jussi / Hans,Saarde,Hans,10,4
John / Jaan / Jussi / Hans,Saarde,Jaan,4,2
John / Jaan / Jussi / Hans,Saarijärvi,Jussi/Juss,13,13
John / Jaan / Jussi / Hans,Sakkola,Jussi/Juss,7,4
John / Jaan / Jussi / Hans,Sangaste,Ants,5,5
John / Jaan / Jussi / Hans,Sangaste,Jaan,6,4
John / Jaan / Jussi / Hans,Sangaste,Other,2,1
John / Jaan / Jussi / Hans,Savonlinna,Jussi/Juss,5,5
John / Jaan / Jussi / Hans,Serepetta,Other,3,1
John / Jaan / Jussi / Hans,Setumaa,Ants,2,1
John / Jaan / Jussi / Hans,Setumaa,Jaan,11,8
John / Jaan / Jussi / Hans,Setumaa,Other,4,4
John / Jaan / Jussi / Hans,Siikajoki,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Siilinjärvi,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Simo,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Simuna,Ants,3,2
John / Jaan / Jussi / Hans,Simuna,Hans,4,3
John / Jaan / Jussi / Hans,Simuna,Jaan,7,4
John / Jaan / Jussi / Hans,Simuna,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Soanlahti,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Soikkola,Iivana,2,2
John / Jaan / Jussi / Hans,Soikkola,Other,1,1
John / Jaan / Jussi / Hans,Somerniemi,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Somero,Jussi/Juss,4,4
John / Jaan / Jussi / Hans,Somero,Other,1,1
John / Jaan / Jussi / Hans,Sonkajärvi,Jussi/Juss,4,4
John / Jaan / Jussi / Hans,Sortavala,Jussi/Juss,3,2
John / Jaan / Jussi / Hans,Sotkamo,Jussi/Juss,3,3
John / Jaan / Jussi / Hans,Suistamo,Iivana,1,1
John / Jaan / Jussi / Hans,Suistamo,Jussi/Juss,4,3
John / Jaan / Jussi / Hans,Suistamo,Other,1,1
John / Jaan / Jussi / Hans,Sulkava,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Suojärvi,Other,2,1
John / Jaan / Jussi / Hans,Suomusjärvi,Jussi/Juss,3,2
John / Jaan / Jussi / Hans,Suomussalmi,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Suonenjoki,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Suonenjoki,Other,3,2
John / Jaan / Jussi / Hans,Suure-Jaani,Ants,2,2
John / Jaan / Jussi / Hans,Suure-Jaani,Hans,5,5
John / Jaan / Jussi / Hans,Suure-Jaani,Jaan,24,15
John / Jaan / Jussi / Hans,Suure-Jaani,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Suure-Jaani,Other,3,3
John / Jaan / Jussi / Hans,Sysmä,Jussi/Juss,4,4
John / Jaan / Jussi / Hans,Sääksmäki,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Taivassalo,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Tammela,Jussi/Juss,10,5
John / Jaan / Jussi / Hans,Tampere,Jussi/Juss,3,3
John / Jaan / Jussi / Hans,Tartu-Maarja,Hans,4,2
John / Jaan / Jussi / Hans,Tartu-Maarja,Jaan,10,3
John / Jaan / Jussi / Hans,Tartu-Maarja,Other,2,2
John / Jaan / Jussi / Hans,Tarvasjoki,Other,1,1
John / Jaan / Jussi / Hans,Tarvastu,Ants,12,4
John / Jaan / Jussi / Hans,Tarvastu,Hans,12,5
John / Jaan / Jussi / Hans,Tarvastu,Jaan,7,6
John / Jaan / Jussi / Hans,Tarvastu,Other,6,4
John / Jaan / Jussi / Hans,Terijoki,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Tervo,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Tervola,Other,2,1
John / Jaan / Jussi / Hans,Teuva,Jussi/Juss,3,3
John / Jaan / Jussi / Hans,Teuva,Other,1,1
John / Jaan / Jussi / Hans,Tohmajärvi,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Tori,Ants,4,3
John / Jaan / Jussi / Hans,Tori,Hans,5,1
John / Jaan / Jussi / Hans,Tori,Jaan,11,9
John / Jaan / Jussi / Hans,Torma,Hans,2,1
John / Jaan / Jussi / Hans,Torma,Jaan,8,5
John / Jaan / Jussi / Hans,Torma,Other,1,1
John / Jaan / Jussi / Hans,Turku,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Turku,Other,2,1
John / Jaan / Jussi / Hans,Turtola,Jussi/Juss,4,4
John / Jaan / Jussi / Hans,Tuulos,Jussi/Juss,5,5
John / Jaan / Jussi / Hans,Tuusniemi,Jussi/Juss,5,5
John / Jaan / Jussi / Hans,Tuusula,Jussi/Juss,3,2
John / Jaan / Jussi / Hans,Tyrväntö,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Tyrvää,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Tyrvää,Other,1,1
John / Jaan / Jussi / Hans,Tyrö,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Tytärsaari,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Tõstamaa,Ants,2,2
John / Jaan / Jussi / Hans,Tõstamaa,Jaan,3,3
John / Jaan / Jussi / Hans,Töysä,Jussi/Juss,3,2
John / Jaan / Jussi / Hans,Türi,Hans,7,4
John / Jaan / Jussi / Hans,Türi,Jaan,4,4
John / Jaan / Jussi / Hans,Türi,Other,2,1
John / Jaan / Jussi / Hans,Uhtua,Iivana,1,1
John / Jaan / Jussi / Hans,Uhtua,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Ulvila,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Urjala,Jussi/Juss,4,4
John / Jaan / Jussi / Hans,Urvaste,Ants,1,1
John / Jaan / Jussi / Hans,Urvaste,Jaan,5,4
John / Jaan / Jussi / Hans,Urvaste,Other,2,2
John / Jaan / Jussi / Hans,Uskela,Jussi/Juss,17,14
John / Jaan / Jussi / Hans,Uskela,Other,1,1
John / Jaan / Jussi / Hans,Uusikaupunki,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Vaivara,Ants,3,2
John / Jaan / Jussi / Hans,Vaivara,Hans,2,1
John / Jaan / Jussi / Hans,Vaivara,Jaan,1,1
John / Jaan / Jussi / Hans,Vaivara,Other,1,1
John / Jaan / Jussi / Hans,Valjala,Jaan,1,1
John / Jaan / Jussi / Hans,Vanaja,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Varbla,Ants,1,1
John / Jaan / Jussi / Hans,Varbla,Jaan,5,3
John / Jaan / Jussi / Hans,Varkaus,Jussi/Juss,5,3
John / Jaan / Jussi / Hans,Vastseliina,Ants,1,1
John / Jaan / Jussi / Hans,Vastseliina,Other,1,1
John / Jaan / Jussi / Hans,Vehkalahti,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Vehmaa,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Venjoki,Jussi/Juss,4,1
John / Jaan / Jussi / Hans,Vesanto,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Vesilahti,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Veteli,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Vigala,Ants,2,2
John / Jaan / Jussi / Hans,Vigala,Hans,4,3
John / Jaan / Jussi / Hans,Vigala,Jaan,15,10
John / Jaan / Jussi / Hans,Vigala,Other,1,1
John / Jaan / Jussi / Hans,Vihti,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Vihti,Other,1,1
John / Jaan / Jussi / Hans,Viipuri,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Viljandi,Ants,10,5
John / Jaan / Jussi / Hans,Viljandi,Hans,19,11
John / Jaan / Jussi / Hans,Viljandi,Jaan,16,12
John / Jaan / Jussi / Hans,Viljandi,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Viljandi,Other,6,6
John / Jaan / Jussi / Hans,Virtasalmi,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Viru-Jaagupi,Ants,1,1
John / Jaan / Jussi / Hans,Viru-Jaagupi,Hans,1,1
John / Jaan / Jussi / Hans,Viru-Jaagupi,Jaan,2,2
John / Jaan / Jussi / Hans,Viru-Nigula,Ants,1,1
John / Jaan / Jussi / Hans,Viru-Nigula,Hans,6,4
John / Jaan / Jussi / Hans,Viru-Nigula,Jaan,4,4
John / Jaan / Jussi / Hans,Vuokkiniemi,Iivana,1,1
John / Jaan / Jussi / Hans,Vuokkiniemi,Jussi/Juss,11,2
John / Jaan / Jussi / Hans,Vuole,Iivana,1,1
John / Jaan / Jussi / Hans,Vuole,Jussi/Juss,4,2
John / Jaan / Jussi / Hans,Vuole,Other,6,3
John / Jaan / Jussi / Hans,Väike-Maarja,Ants,6,1
John / Jaan / Jussi / Hans,Väike-Maarja,Hans,9,7
John / Jaan / Jussi / Hans,Väike-Maarja,Jaan,7,7
John / Jaan / Jussi / Hans,Vändra,Ants,1,1
John / Jaan / Jussi / Hans,Vändra,Hans,14,8
John / Jaan / Jussi / Hans,Vändra,Jaan,7,5
John / Jaan / Jussi / Hans,Vändra,Other,2,2
John / Jaan / Jussi / Hans,Võnnu,Ants,3,3
John / Jaan / Jussi / Hans,Võnnu,Hans,11,5
John / Jaan / Jussi / Hans,Võnnu,Jaan,5,3
John / Jaan / Jussi / Hans,Võnnu,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Võnnu,Other,1,1
John / Jaan / Jussi / Hans,Ylihärmä,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Ylikiiminki,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Ylistaro,Jussi/Juss,2,2
John / Jaan / Jussi / Hans,Yläne,Jussi/Juss,4,2
John / Jaan / Jussi / Hans,Ypäjä,Jussi/Juss,1,1
John / Jaan / Jussi / Hans,Äksi,Ants,2,2
John / Jaan / Jussi / Hans,Äksi,Hans,1,1
John / Jaan / Jussi / Hans,Äksi,Jaan,3,3
John / Jaan / Jussi / Hans,Äksi,Other,4,3
John / Jaan / Jussi / Hans,Östmark,Other,1,1
Martin / Mart / Märt,Ambla,Mard/Mardi,12,4
Martin / Mart / Märt,Ambla,Mart/Martin,26,6
Martin / Mart / Märt,Ambla,Märt,8,4
Martin / Mart / Märt,Anseküla,Mart/Martin,3,2
Martin / Mart / Märt,Audru,Mard/Mardi,3,2
Martin / Mart / Märt,Audru,Mart/Martin,19,3
Martin / Mart / Märt,Audru,Märt,6,1
Martin / Mart / Märt,Audru,Other,1,1
Martin / Mart / Märt,Hageri,Mart/Martin,13,3
Martin / Mart / Märt,Halikko,Martti,1,1
Martin / Mart / Märt,Haljala,Mard/Mardi,24,2
Martin / Mart / Märt,Haljala,Mart/Martin,39,9
Martin / Mart / Märt,Haljala,Other,4,1
Martin / Mart / Märt,Halliste,Mard/Mardi,33,1
Martin / Mart / Märt,Halliste,Mart/Martin,6,2
Martin / Mart / Märt,Halliste,Märt,103,12
Martin / Mart / Märt,Halliste,Märti,81,3
Martin / Mart / Märt,Halliste,Other,27,4
Martin / Mart / Märt,Hanila,Mart/Martin,5,2
Martin / Mart / Märt,Hanila,Other,3,1
Martin / Mart / Märt,Hargla,Mard/Mardi,2,1
Martin / Mart / Märt,Hargla,Other,1,1
Martin / Mart / Märt,Harju-Jaani,Mart/Martin,15,4
Martin / Mart / Märt,Harju-Jaani,Other,1,1
Martin / Mart / Märt,Harju-Madise,Mard/Mardi,3,2
Martin / Mart / Märt,Haukipudas,Martti,1,1
Martin / Mart / Märt,Helme,Mart/Martin,17,2
Martin / Mart / Märt,Helme,Märt,261,8
Martin / Mart / Märt,Helme,Märti,20,1
Martin / Mart / Märt,Helme,Other,1,1
Martin / Mart / Märt,Hietamäki,Martti,1,1
Martin / Mart / Märt,Hiitola,Martti,1,1
Martin / Mart / Märt,Häädemeeste,Mard/Mardi,19,4
Martin / Mart / Märt,Häädemeeste,Mart/Martin,9,2
Martin / Mart / Märt,Häädemeeste,Other,8,2
Martin / Mart / Märt,Iisaku,Mard/Mardi,2,1
Martin / Mart / Märt,Iisaku,Mart/Martin,5,1
Martin / Mart / Märt,Iisaku,Märt,3,2
Martin / Mart / Märt,Iisalmi,Martti,2,1
Martin / Mart / Märt,Jaani,Mart/Martin,1,1
Martin / Mart / Märt,Juuru,Mard/Mardi,1,1
Martin / Mart / Märt,Juuru,Mart/Martin,2,1
Martin / Mart / Märt,Juuru,Other,1,1
Martin / Mart / Märt,Järva-Jaani,Mard/Mardi,1,1
Martin / Mart / Märt,Järva-Jaani,Mart/Martin,2,2
Martin / Mart / Märt,Järva-Jaani,Märt,3,2
Martin / Mart / Märt,Järva-Madise,Mard/Mardi,5,2
Martin / Mart / Märt,Järva-Madise,Mart/Martin,14,4
Martin / Mart / Märt,Järva-Madise,Märt,2,1
Martin / Mart / Märt,Jõelähtme,Mard/Mardi,2,2
Martin / Mart / Märt,Jõelähtme,Mart/Martin,5,3
Martin / Mart / Märt,Jõelähtme,Other,3,1
Martin / Mart / Märt,Jõhvi,Mard/Mardi,2,1
Martin / Mart / Märt,Jõhvi,Mart/Martin,22,8
Martin / Mart / Märt,Jüri,Mart/Martin,1,1
Martin / Mart / Märt,Kaarma,Mart/Martin,6,2
Martin / Mart / Märt,Kaarma,Märt,2,1
Martin / Mart / Märt,Kaarma,Other,1,1
Martin / Mart / Märt,Kadrina,Mart/Martin,3,2
Martin / Mart / Märt,Kadrina,Märt,2,1
Martin / Mart / Märt,Kambja,Märt,12,2
Martin / Mart / Märt,Kanepi,Mard/Mardi,1,1
Martin / Mart / Märt,Kanepi,Märt,5,3
Martin / Mart / Märt,Kaprio,Martti,1,1
Martin / Mart / Märt,Karksi,Mard/Mardi,8,1
Martin / Mart / Märt,Karksi,Mart/Martin,8,2
Martin / Mart / Märt,Karksi,Märt,24,8
Martin / Mart / Märt,Karksi,Märti,1,1
Martin / Mart / Märt,Karksi,Other,37,2
Martin / Mart / Märt,Karuse,Mard/Mardi,14,3
Martin / Mart / Märt,Karuse,Mart/Martin,32,6
Martin / Mart / Märt,Kattila,Martti,1,1
Martin / Mart / Märt,Keila,Mart/Martin,9,2
Martin / Mart / Märt,Keila,Märt,1,1
Martin / Mart / Märt,Kestilä,Martti,1,1
Martin / Mart / Märt,Kiestinki,Martti,1,1
Martin / Mart / Märt,Kirbla,Märti,1,1
Martin / Mart / Märt,Kiuruvesi,Martti,2,2
Martin / Mart / Märt,Kivennapa,Martti,1,1
Martin / Mart / Märt,Kivijärvi,Martti,2,2
Martin / Mart / Märt,Kodavere,Mart/Martin,1,1
Martin / Mart / Märt,Kodavere,Märt,25,5
Martin / Mart / Märt,Kodavere,Märti,5,1
Martin / Mart / Märt,Kodavere,Other,3,2
Martin / Mart / Märt,Koeru,Mard/Mardi,8,2
Martin / Mart / Märt,Koeru,Mart/Martin,4,2
Martin / Mart / Märt,Koeru,Märt,1,1
Martin / Mart / Märt,Koivisto,Martti,1,1
Martin / Mart / Märt,Kolga-Jaani,Mart/Martin,3,1
Martin / Mart / Märt,Kolga-Jaani,Märt,11,4
Martin / Mart / Märt,Kontokki,Mart/Martin,1,1
Martin / Mart / Märt,Kose,Mard/Mardi,4,1
Martin / Mart / Märt,Kose,Mart/Martin,7,5
Martin / Mart / Märt,Kose,Other,1,1
Martin / Mart / Märt,Kuhmo,Martti,1,1
Martin / Mart / Märt,Kullamaa,Mard/Mardi,1,1
Martin / Mart / Märt,Kullamaa,Mart/Martin,4,3
Martin / Mart / Märt,Kuolemajärvi,Martti,2,1
Martin / Mart / Märt,Kursi,Mart/Martin,4,2
Martin / Mart / Märt,Kursi,Märt,1,1
Martin / Mart / Märt,Kursi,Other,1,1
