person_cluster,area_name,english_category,mentions,poems
Jesus / Christ,Kaprio,Jesus,8,7
Jesus / Christ,Kaprio,Other,6,5
Jesus / Christ,Karkku,Jesus,6,4
Jesus / Christ,Karksi,Jesus,2,1
Jesus / Christ,Karksi,Other,1,1
Jesus / Christ,Karttula,Jesus,3,3
Jesus / Christ,Karula,Jesus,1,1
Jesus / Christ,Karunki,Jesus,1,1
Jesus / Christ,Kattila,Christ,1,1
Jesus / Christ,Kattila,Jesus,5,4
Jesus / Christ,Kattila,Other,2,1
Jesus / Christ,Kauhava,Jesus,5,4
Jesus / Christ,Kauhava,Other,2,1
Jesus / Christ,Kaustinen,Jesus,1,1
Jesus / Christ,Keitele,Jesus,1,1
Jesus / Christ,Keltto,Other,1,1
Jesus / Christ,Kemi,Christ,2,1
Jesus / Christ,Kemi,Jesus,4,3
Jesus / Christ,Kerimäki,Jesus,4,4
Jesus / Christ,Kestilä,Jesus,3,1
Jesus / Christ,Kestilä,Other,1,1
Jesus / Christ,Kesälahti,Jesus,9,6
Jesus / Christ,Kesälahti,Other,4,3
Jesus / Christ,Kiestinki,Other,2,2
Jesus / Christ,Kiihtelysvaara,Jesus,8,5
Jesus / Christ,Kiihtelysvaara,Other,1,1
Jesus / Christ,Kiikala,Christ,1,1
Jesus / Christ,Kiimaisjärvi,Jesus,1,1
Jesus / Christ,Kitee,Christ,2,1
Jesus / Christ,Kitee,Jesus,33,25
Jesus / Christ,Kitee,Other,11,10
Jesus / Christ,Kittilä,Jesus,3,2
Jesus / Christ,Kiukainen,Other,2,1
Jesus / Christ,Kiuruvesi,Christ,1,1
Jesus / Christ,Kiuruvesi,Jesus,2,1
Jesus / Christ,Kiuruvesi,Other,7,5
Jesus / Christ,Kivennapa,Other,2,2
Jesus / Christ,Kivijärvi,Jesus,4,4
Jesus / Christ,Kivijärvi,Other,3,3
Jesus / Christ,Kodavere,Christ,2,2
Jesus / Christ,Kodavere,Jesus,4,4
Jesus / Christ,Kodavere,Other,2,1
Jesus / Christ,Koeru,Jesus,5,3
Jesus / Christ,Koeru,Other,3,2
Jesus / Christ,Koivisto,Jesus,5,2
Jesus / Christ,Koivisto,Other,1,1
Jesus / Christ,Kolari,Jesus,3,3
Jesus / Christ,Kolga-Jaani,Jesus,4,2
Jesus / Christ,Kontiolahti,Jesus,3,2
Jesus / Christ,Kontiolahti,Other,1,1
Jesus / Christ,Kontokki,Jesus,1,1
Jesus / Christ,Kontokki,Other,2,2
Jesus / Christ,Koprina,Jesus,7,5
Jesus / Christ,Koprina,Other,5,5
Jesus / Christ,Korpilahti,Jesus,11,10
Jesus / Christ,Korpilahti,Other,2,2
Jesus / Christ,Korpilompolo,Jesus,2,2
Jesus / Christ,Korpiselkä,Christ,7,2
Jesus / Christ,Korpiselkä,Jesus,17,8
Jesus / Christ,Korpiselkä,Other,16,12
Jesus / Christ,Kortesjärvi,Christ,1,1
Jesus / Christ,Koski Hl.,Jesus,4,2
Jesus / Christ,Koski Tl.,Christ,1,1
Jesus / Christ,Koski Tl.,Other,2,1
Jesus / Christ,Kuhmo,Jesus,1,1
Jesus / Christ,Kuhmoinen,Christ,2,2
Jesus / Christ,Kuhmoinen,Jesus,4,3
Jesus / Christ,Kuhmoinen,Other,2,2
Jesus / Christ,Kuolemajärvi,Jesus,1,1
Jesus / Christ,Kuopio,Jesus,2,2
Jesus / Christ,Kuopio,Other,2,2
Jesus / Christ,Kuorevesi,Christ,1,1
Jesus / Christ,Kuorevesi,Jesus,1,1
Jesus / Christ,Kuorevesi,Other,1,1
Jesus / Christ,Kupanitsa,Jesus,5,3
Jesus / Christ,Kupanitsa,Other,1,1
Jesus / Christ,Kurikka,Jesus,1,1
Jesus / Christ,Kuru,Christ,1,1
Jesus / Christ,Kuru,Jesus,1,1
Jesus / Christ,Kuusalu,Christ,6,6
Jesus / Christ,Kuusalu,Jesus,12,10
Jesus / Christ,Kuusalu,Other,2,1
Jesus / Christ,Kuusamo,Jesus,2,2
Jesus / Christ,Kuusamo,Other,2,2
Jesus / Christ,Kuusjärvi,Jesus,1,1
Jesus / Christ,Kylmäkoski,Jesus,1,1
Jesus / Christ,Kärkölä,Jesus,1,1
Jesus / Christ,Kõpu,Christ,1,1
Jesus / Christ,Kõpu,Jesus,1,1
Jesus / Christ,Laihia,Jesus,2,2
Jesus / Christ,Laiuse,Christ,4,3
Jesus / Christ,Laiuse,Jesus,2,2
Jesus / Christ,Lammi,Jesus,2,1
Jesus / Christ,Lappajärvi,Jesus,1,1
Jesus / Christ,Lappee,Other,1,1
Jesus / Christ,Lavansaari,Jesus,1,1
Jesus / Christ,Lehtimäki,Other,1,1
Jesus / Christ,Lempaala,Jesus,70,46
Jesus / Christ,Lempaala,Other,15,13
Jesus / Christ,Leppävirta,Jesus,2,2
Jesus / Christ,Leppävirta,Other,2,2
Jesus / Christ,Lieto,Other,1,1
Jesus / Christ,Liissilä,Christ,5,3
Jesus / Christ,Liissilä,Jesus,27,14
Jesus / Christ,Liissilä,Other,9,8
Jesus / Christ,Liperi,Jesus,6,4
Jesus / Christ,Liperi,Other,3,3
Jesus / Christ,Loppi,Jesus,4,4
Jesus / Christ,Loppi,Other,2,2
Jesus / Christ,Luhanka,Jesus,2,1
Jesus / Christ,Luopioinen,Jesus,1,1
Jesus / Christ,Luopioinen,Other,2,1
Jesus / Christ,Luumäki,Jesus,2,2
Jesus / Christ,Luumäki,Other,2,2
Jesus / Christ,Lüganuse,Jesus,6,3
Jesus / Christ,Maaninka,Jesus,1,1
Jesus / Christ,Maaninka,Other,2,2
Jesus / Christ,Maaria,Other,1,1
Jesus / Christ,Maarja-Magdaleena,Christ,2,1
Jesus / Christ,Maarja-Magdaleena,Jesus,3,1
Jesus / Christ,Markkova,Jesus,3,1
Jesus / Christ,Marttila,Jesus,12,8
Jesus / Christ,Metsäpirtti,Jesus,10,6
Jesus / Christ,Metsäpirtti,Other,2,2
Jesus / Christ,Mietoinen,Other,2,1
Jesus / Christ,Moloskovitsa,Jesus,7,4
Jesus / Christ,Moloskovitsa,Other,5,5
Jesus / Christ,Muhos,Jesus,1,1
Jesus / Christ,Muhu,Jesus,1,1
Jesus / Christ,Multia,Jesus,2,2
Jesus / Christ,Multia,Other,1,1
Jesus / Christ,Muonio,Jesus,1,1
Jesus / Christ,Muurla,Jesus,1,1
Jesus / Christ,Muuruvesi,Jesus,1,1
Jesus / Christ,Mäntyharju,Jesus,2,1
Jesus / Christ,Mäntyharju,Other,3,3
Jesus / Christ,Narvusi,Christ,8,5
Jesus / Christ,Narvusi,Jesus,58,35
Jesus / Christ,Narvusi,Other,32,24
Jesus / Christ,Nastola,Jesus,2,2
Jesus / Christ,Nastola,Other,1,1
Jesus / Christ,Nekkula,Christ,1,1
Jesus / Christ,Nekkula,Other,2,1
Jesus / Christ,Nilsiä,Christ,1,1
Jesus / Christ,Nilsiä,Jesus,5,5
Jesus / Christ,Nilsiä,Other,2,2
Jesus / Christ,Nord-Kapp,Jesus,3,3
Jesus / Christ,Norra Finnskoga,Jesus,3,2
Jesus / Christ,Nousiainen,Other,1,1
Jesus / Christ,Nurmes,Jesus,5,4
Jesus / Christ,Nurmes,Other,3,3
Jesus / Christ,Nyskoga,Jesus,2,2
Jesus / Christ,Orsa,Jesus,1,1
Jesus / Christ,Oulu,Jesus,2,2
Jesus / Christ,Oulu,Other,1,1
Jesus / Christ,Padasjoki,Jesus,1,1
Jesus / Christ,Paistu,Jesus,1,1
Jesus / Christ,Pajala,Jesus,5,5
Jesus / Christ,Palamuse,Jesus,6,3
Jesus / Christ,Paltamo,Jesus,3,3
Jesus / Christ,Parkano,Jesus,5,4
Jesus / Christ,Parkano,Other,1,1
Jesus / Christ,Perniö,Christ,1,1
Jesus / Christ,Pieksämäki,Other,3,3
Jesus / Christ,Pielavesi,Jesus,4,3
Jesus / Christ,Pielavesi,Other,5,4
Jesus / Christ,Pielisjärvi,Jesus,8,5
Jesus / Christ,Pielisjärvi,Other,4,3
Jesus / Christ,Piippola,Jesus,3,1
Jesus / Christ,Piippola,Other,1,1
Jesus / Christ,Pilistvere,Christ,2,2
Jesus / Christ,Pilistvere,Jesus,1,1
Jesus / Christ,Pirkkala,Jesus,1,1
Jesus / Christ,Pirkkala,Other,1,1
Jesus / Christ,Pistojärvi,Other,3,3
Jesus / Christ,Polvijärvi,Jesus,1,1
Jesus / Christ,Pomarkku,Christ,1,1
Jesus / Christ,Porajärvi,Christ,2,2
Jesus / Christ,Porajärvi,Jesus,9,9
Jesus / Christ,Porajärvi,Other,3,2
Jesus / Christ,Pori,Jesus,2,2
Jesus / Christ,Pori,Other,1,1
Jesus / Christ,Porsanki,Jesus,3,3
Jesus / Christ,Pudasjärvi,Jesus,1,1
Jesus / Christ,Puhja,Jesus,3,3
Jesus / Christ,Puolanka,Jesus,3,3
Jesus / Christ,Puumala,Christ,1,1
Jesus / Christ,Puumala,Jesus,2,2
Jesus / Christ,Pyhäjärvi Ol.,Jesus,1,1
Jesus / Christ,Pyhäjärvi Ol.,Other,1,1
Jesus / Christ,Pyhäjärvi Ul.,Other,2,1
Jesus / Christ,Pyhäjärvi Vpl.,Other,3,3
Jesus / Christ,Pyhämaa,Other,1,1
Jesus / Christ,Pälkjärvi,Jesus,2,1
Jesus / Christ,Pälkjärvi,Other,1,1
Jesus / Christ,Pälkäne,Jesus,2,2
Jesus / Christ,Pärnu-Jaagupi,Jesus,7,1
Jesus / Christ,Põltsamaa,Jesus,5,3
Jesus / Christ,Põlva,Christ,1,1
Jesus / Christ,Pöide,Jesus,1,1
Jesus / Christ,Pühalepa,Jesus,1,1
Jesus / Christ,Rannu,Christ,2,2
Jesus / Christ,Rannu,Jesus,3,1
Jesus / Christ,Rantasalmi,Jesus,3,2
Jesus / Christ,Rantasalmi,Other,1,1
Jesus / Christ,Rantsila,Jesus,4,2
Jesus / Christ,Rautavaara,Jesus,6,3
Jesus / Christ,Rautavaara,Other,4,3
Jesus / Christ,Rautjärvi,Jesus,1,1
Jesus / Christ,Rautjärvi,Other,1,1
Jesus / Christ,Rautu,Jesus,3,3
Jesus / Christ,Rautu,Other,1,1
Jesus / Christ,Reisjärvi,Other,1,1
Jesus / Christ,Renko,Jesus,1,1
Jesus / Christ,Renko,Other,1,1
Jesus / Christ,Repola,Christ,3,2
Jesus / Christ,Repola,Jesus,8,1
Jesus / Christ,Repola,Other,1,1
Jesus / Christ,Riipuskala,Christ,1,1
Jesus / Christ,Riipuskala,Other,1,1
Jesus / Christ,Riistavesi,Christ,1,1
Jesus / Christ,Risti,Jesus,2,1
Jesus / Christ,Ristiina,Christ,2,1
Jesus / Christ,Ristiina,Other,1,1
Jesus / Christ,Ropsu,Jesus,2,1
Jesus / Christ,Ropsu,Other,1,1
Jesus / Christ,Rovaniemi,Jesus,4,4
Jesus / Christ,Rovaniemi,Other,1,1
Jesus / Christ,Ruskeala,Jesus,2,2
Jesus / Christ,Räisälä,Jesus,2,1
Jesus / Christ,Räpina,Jesus,14,2
Jesus / Christ,Rääkkylä,Christ,1,1
Jesus / Christ,Rääkkylä,Jesus,6,5
Jesus / Christ,Rääkkylä,Other,1,1
Jesus / Christ,Rääpyvä,Jesus,3,3
Jesus / Christ,Rõngu,Christ,1,1
Jesus / Christ,Rõngu,Jesus,13,10
Jesus / Christ,Rõuge,Other,1,1
Jesus / Christ,Saarde,Christ,4,3
Jesus / Christ,Saarde,Jesus,6,5
Jesus / Christ,Saarijärvi,Jesus,1,1
Jesus / Christ,Sahalahti,Jesus,1,1
Jesus / Christ,Sahalahti,Other,2,2
Jesus / Christ,Sakkola,Jesus,9,6
Jesus / Christ,Sakkola,Other,2,2
Jesus / Christ,Salmi,Christ,10,8
Jesus / Christ,Salmi,Jesus,25,9
Jesus / Christ,Salmi,Other,9,8
Jesus / Christ,Sangaste,Christ,1,1
Jesus / Christ,Sangaste,Jesus,5,4
Jesus / Christ,Sangaste,Other,2,2
Jesus / Christ,Sauvo,Christ,1,1
Jesus / Christ,Sauvo,Jesus,3,1
Jesus / Christ,Savitaipale,Jesus,2,1
Jesus / Christ,Savitaipale,Other,1,1
Jesus / Christ,Seiskari,Jesus,1,1
Jesus / Christ,Serepetta,Jesus,2,2
Jesus / Christ,Setumaa,Jesus,65,16
Jesus / Christ,Siikainen,Christ,1,1
Jesus / Christ,Simo,Jesus,1,1
Jesus / Christ,Simuna,Jesus,4,4
Jesus / Christ,Simuna,Other,1,1
Jesus / Christ,Skuoritsa,Jesus,4,2
Jesus / Christ,Skuoritsa,Other,1,1
Jesus / Christ,Soanlahti,Jesus,10,6
Jesus / Christ,Soanlahti,Other,2,2
Jesus / Christ,Sodankylä,Jesus,6,6
Jesus / Christ,Sodankylä,Other,3,3
Jesus / Christ,Soikkola,Jesus,16,12
Jesus / Christ,Soikkola,Other,8,4
Jesus / Christ,Somerniemi,Jesus,1,1
Jesus / Christ,Somerniemi,Other,1,1
Jesus / Christ,Somero,Jesus,2,2
Jesus / Christ,Somero,Other,5,3
Jesus / Christ,Sonkajärvi,Jesus,1,1
Jesus / Christ,Sonkajärvi,Other,1,1
Jesus / Christ,Sortavala,Jesus,6,3
Jesus / Christ,Sortavala,Other,2,2
Jesus / Christ,Sotkamo,Jesus,2,2
Jesus / Christ,Sotkamo,Other,2,2
Jesus / Christ,Soutjärvi,Christ,3,2
Jesus / Christ,Spankkova,Jesus,4,3
Jesus / Christ,Spankkova,Other,1,1
Jesus / Christ,Suistamo,Christ,8,6
Jesus / Christ,Suistamo,Jesus,124,42
Jesus / Christ,Suistamo,Other,48,37
Jesus / Christ,Suojärvi,Christ,2,2
Jesus / Christ,Suojärvi,Jesus,47,9
Jesus / Christ,Suojärvi,Other,13,9
Jesus / Christ,Suomussalmi,Jesus,2,2
Jesus / Christ,Suonenjoki,Jesus,4,3
Jesus / Christ,Suonenjoki,Other,2,1
Jesus / Christ,Suoniemi,Jesus,2,2
Jesus / Christ,Suure-Jaani,Jesus,4,3
Jesus / Christ,Suure-Jaani,Other,2,2
Jesus / Christ,Sysmä,Christ,1,1
Jesus / Christ,Sysmä,Jesus,5,4
Jesus / Christ,Sääksmäki,Christ,1,1
Jesus / Christ,Sääksmäki,Jesus,13,8
Jesus / Christ,Sääksmäki,Other,11,7
Jesus / Christ,Sääminki,Jesus,1,1
Jesus / Christ,Södra Finnskoga,Jesus,4,4
Jesus / Christ,Taipalsaari,Jesus,1,1
Jesus / Christ,Tammela,Jesus,9,9
Jesus / Christ,Tammela,Other,5,4
Jesus / Christ,Tampere,Christ,1,1
Jesus / Christ,Tarvasjoki,Christ,1,1
Jesus / Christ,Tarvastu,Christ,1,1
Jesus / Christ,Tarvastu,Jesus,3,3
Jesus / Christ,Tarvastu,Other,3,2
Jesus / Christ,Teisko,Christ,1,1
Jesus / Christ,Teisko,Jesus,1,1
Jesus / Christ,Terijoki,Jesus,1,1
Jesus / Christ,Tervo,Jesus,1,1
Jesus / Christ,Tervola,Jesus,1,1
Jesus / Christ,Tohmajärvi,Jesus,15,11
Jesus / Christ,Tohmajärvi,Other,8,8
Jesus / Christ,Toksova,Jesus,2,2
Jesus / Christ,Tori,Christ,1,1
Jesus / Christ,Tori,Jesus,15,6
Jesus / Christ,Tori,Other,1,1
Jesus / Christ,Tottijärvi,Jesus,1,1
Jesus / Christ,Tulemajärvi,Christ,2,2
Jesus / Christ,Tulemajärvi,Jesus,5,5
Jesus / Christ,Tulemajärvi,Other,1,1
Jesus / Christ,Tuulos,Jesus,2,2
Jesus / Christ,Tuulos,Other,1,1
Jesus / Christ,Tuupovaara,Jesus,1,1
Jesus / Christ,Tuutari,Jesus,2,1
Jesus / Christ,Tuutari,Other,2,2
Jesus / Christ,Tyrvää,Jesus,4,2
Jesus / Christ,Tyrö,Jesus,12,8
Jesus / Christ,Tyrö,Other,1,1
Jesus / Christ,Tytärsaari,Jesus,1,1
Jesus / Christ,Tõstamaa,Jesus,1,1
Jesus / Christ,Töysä,Jesus,1,1
Jesus / Christ,Töysä,Other,1,1
Jesus / Christ,Türi,Christ,2,2
Jesus / Christ,Türi,Jesus,2,2
Jesus / Christ,Uhtua,Christ,1,1
Jesus / Christ,Uhtua,Jesus,3,3
Jesus / Christ,Urjala,Jesus,1,1
Jesus / Christ,Urvaste,Christ,3,3
Jesus / Christ,Urvaste,Jesus,30,7
Jesus / Christ,Uskela,Jesus,1,1
Jesus / Christ,Uukuniemi,Jesus,5,2
Jesus / Christ,Uukuniemi,Other,3,3
Jesus / Christ,Uusikaarlepyy,Other,1,1
Jesus / Christ,Uusikaupunki,Christ,1,1
Jesus / Christ,Valjala,Jesus,1,1
Jesus / Christ,Valkjärvi,Jesus,3,2
Jesus / Christ,Valtimo,Jesus,1,1
Jesus / Christ,Valtimo,Other,1,1
Jesus / Christ,Vanaja,Christ,1,1
Jesus / Christ,Vanaja,Jesus,1,1
Jesus / Christ,Varpaisjärvi,Jesus,3,3
Jesus / Christ,Varpaisjärvi,Other,4,4
Jesus / Christ,Vastseliina,Christ,2,2
Jesus / Christ,Vastseliina,Jesus,42,12
Jesus / Christ,Vastseliina,Other,5,2
Jesus / Christ,Vehmaa,Jesus,1,1
Jesus / Christ,Venjoki,Jesus,3,1
Jesus / Christ,Venjoki,Other,2,2
Jesus / Christ,Vesilahti,Jesus,2,1
Jesus / Christ,Vigala,Christ,2,2
Jesus / Christ,Vigala,Jesus,4,4
Jesus / Christ,Vigala,Other,1,1
Jesus / Christ,Vihanti,Jesus,1,1
Jesus / Christ,Viipuri,Jesus,1,1
Jesus / Christ,Viljakkala,Jesus,2,1
Jesus / Christ,Viljandi,Jesus,12,4
Jesus / Christ,Virrat,Jesus,1,1
Jesus / Christ,Virrat,Other,1,1
Jesus / Christ,Virtasalmi,Other,2,2
Jesus / Christ,Viru-Nigula,Jesus,2,1
Jesus / Christ,Vitele,Other,1,1
Jesus / Christ,Vittanki,Jesus,2,2
Jesus / Christ,Vuokkiniemi,Jesus,2,2
Jesus / Christ,Vuokkiniemi,Other,11,7
Jesus / Christ,Vuole,Christ,1,1
Jesus / Christ,Vuole,Jesus,20,15
Jesus / Christ,Vuole,Other,3,2
Jesus / Christ,Vähäkyrö,Christ,1,1
Jesus / Christ,Vähäkyrö,Other,4,1
Jesus / Christ,Väike-Maarja,Jesus,7,6
Jesus / Christ,Vändra,Jesus,1,1
Jesus / Christ,Ylihärmä,Christ,1,1
Jesus / Christ,Yläne,Christ,1,1
Jesus / Christ,Yläne,Jesus,2,2
Jesus / Christ,Ypäjä,Other,1,1
Jesus / Christ,Östmark,Christ,2,2
Jesus / Christ,Östmark,Jesus,7,7
Jesus / Christ,Östmark,Other,1,1
John / Jaan / Jussi / Hans,Alajärvi,Other,1,1
John / Jaan / Jussi / Hans,Alavus,John/St John,1,1
John / Jaan / Jussi / Hans,Alavus,Jussi,3,2
John / Jaan / Jussi / Hans,Ambla,Ants,1,1
John / Jaan / Jussi / Hans,Ambla,Hans,11,5
John / Jaan / Jussi / Hans,Ambla,Jaan/Jaani,3,2
John / Jaan / Jussi / Hans,Ambla,John/St John,5,3
John / Jaan / Jussi / Hans,Ambla,Juhan,1,1
John / Jaan / Jussi / Hans,Ambla,Other,9,9
John / Jaan / Jussi / Hans,Anseküla,Hans,1,1
John / Jaan / Jussi / Hans,Anseküla,Juhan,2,2
John / Jaan / Jussi / Hans,Anseküla,Other,1,1
John / Jaan / Jussi / Hans,Asikkala,Jussi,2,2
John / Jaan / Jussi / Hans,Askainen,Jussi,1,1
John / Jaan / Jussi / Hans,Audru,Hans,11,6
John / Jaan / Jussi / Hans,Audru,Jaan/Jaani,1,1
John / Jaan / Jussi / Hans,Audru,John/St John,1,1
John / Jaan / Jussi / Hans,Audru,Juhan,1,1
John / Jaan / Jussi / Hans,Audru,Other,4,4
John / Jaan / Jussi / Hans,Emmaste,Ants,1,1
John / Jaan / Jussi / Hans,Eurajoki,Jussi,1,1
John / Jaan / Jussi / Hans,Evijärvi,Jussi,3,3
John / Jaan / Jussi / Hans,Forssa,Jussi,2,2
John / Jaan / Jussi / Hans,Hageri,Other,2,2
John / Jaan / Jussi / Hans,Halikko,Other,1,1
John / Jaan / Jussi / Hans,Haljala,Ants,9,5
John / Jaan / Jussi / Hans,Haljala,Hans,1,1
John / Jaan / Jussi / Hans,Haljala,Jaan/Jaani,4,3
John / Jaan / Jussi / Hans,Haljala,John/St John,1,1
John / Jaan / Jussi / Hans,Haljala,Juhan,3,3
John / Jaan / Jussi / Hans,Haljala,Jussi,1,1
John / Jaan / Jussi / Hans,Haljala,Other,22,10
John / Jaan / Jussi / Hans,Halliste,Ants,5,5
John / Jaan / Jussi / Hans,Halliste,Hans,10,8
John / Jaan / Jussi / Hans,Halliste,Jaan/Jaani,21,4
John / Jaan / Jussi / Hans,Halliste,John/St John,3,3
John / Jaan / Jussi / Hans,Halliste,Juhan,1,1
John / Jaan / Jussi / Hans,Halliste,Other,15,12
John / Jaan / Jussi / Hans,Hanila,Jaan/Jaani,10,2
John / Jaan / Jussi / Hans,Hanila,John/St John,1,1
John / Jaan / Jussi / Hans,Hanila,Juhan,1,1
John / Jaan / Jussi / Hans,Hanila,Other,4,4
John / Jaan / Jussi / Hans,Hargla,Jaan/Jaani,1,1
John / Jaan / Jussi / Hans,Hargla,John/St John,4,2
John / Jaan / Jussi / Hans,Harju-Jaani,Ants,2,2
John / Jaan / Jussi / Hans,Harju-Jaani,Hans,3,3
John / Jaan / Jussi / Hans,Harju-Jaani,Jaan/Jaani,1,1
John / Jaan / Jussi / Hans,Harju-Jaani,John/St John,2,2
John / Jaan / Jussi / Hans,Harju-Jaani,Other,11,9
John / Jaan / Jussi / Hans,Harju-Madise,Hans,1,1
John / Jaan / Jussi / Hans,Harlu,Jussi,1,1
John / Jaan / Jussi / Hans,Hartola,Jussi,5,4
John / Jaan / Jussi / Hans,Hattula,Jussi,12,10
John / Jaan / Jussi / Hans,Hattula,Other,1,1
John / Jaan / Jussi / Hans,Hauho,Jussi,5,4
John / Jaan / Jussi / Hans,Haukivuori,Other,1,1
John / Jaan / Jussi / Hans,Hausjärvi,Jussi,5,5
John / Jaan / Jussi / Hans,Heinjoki,Jussi,7,3
John / Jaan / Jussi / Hans,Heinävesi,Jussi,11,10
John / Jaan / Jussi / Hans,Heinävesi,Other,2,2
John / Jaan / Jussi / Hans,Helme,Ants,1,1
John / Jaan / Jussi / Hans,Helme,Hans,4,3
John / Jaan / Jussi / Hans,Helme,Jaan/Jaani,6,5
John / Jaan / Jussi / Hans,Helme,Other,29,6
John / Jaan / Jussi / Hans,Helsinki,Jussi,1,1
John / Jaan / Jussi / Hans,Humppila,Jussi,1,1
John / Jaan / Jussi / Hans,Hyvinkää,Jussi,1,1
John / Jaan / Jussi / Hans,Hämeenkyrö,Jussi,2,2
John / Jaan / Jussi / Hans,Hämeenlinna,John/St John,2,1
John / Jaan / Jussi / Hans,Hämeenlinna,Jussi,6,6
John / Jaan / Jussi / Hans,Häädemeeste,Jaan/Jaani,4,4
John / Jaan / Jussi / Hans,Häädemeeste,John/St John,1,1
John / Jaan / Jussi / Hans,Häädemeeste,Jussi,1,1
John / Jaan / Jussi / Hans,Häädemeeste,Other,6,6
John / Jaan / Jussi / Hans,Iisaku,Hans,1,1
John / Jaan / Jussi / Hans,Iisaku,Jaan/Jaani,1,1
John / Jaan / Jussi / Hans,Iisaku,John/St John,1,1
John / Jaan / Jussi / Hans,Iisaku,Other,1,1
John / Jaan / Jussi / Hans,Iisalmi,Jussi,4,4
John / Jaan / Jussi / Hans,Iitti,Jussi,2,1
John / Jaan / Jussi / Hans,Ilomantsi,John/St John,2,2
John / Jaan / Jussi / Hans,Ilomantsi,Jussi,4,4
John / Jaan / Jussi / Hans,Ilomantsi,Other,7,4
John / Jaan / Jussi / Hans,Impilahti,Other,1,1
John / Jaan / Jussi / Hans,Isojoki,Jussi,1,1
John / Jaan / Jussi / Hans,Jaani,Ants,1,1
John / Jaan / Jussi / Hans,Jaani,John/St John,1,1
John / Jaan / Jussi / Hans,Jalasjärvi,Jussi,2,2
John / Jaan / Jussi / Hans,Janakkala,Jussi,2,2
John / Jaan / Jussi / Hans,Janakkala,Other,1,1
John / Jaan / Jussi / Hans,Jokioinen,Jussi,1,1
John / Jaan / Jussi / Hans,Joroinen,John/St John,1,1
John / Jaan / Jussi / Hans,Joroinen,Jussi,2,2
John / Jaan / Jussi / Hans,Joroinen,Other,2,2
John / Jaan / Jussi / Hans,Joutseno,Jussi,1,1
John / Jaan / Jussi / Hans,Juuka,Jussi,1,1
John / Jaan / Jussi / Hans,Juuru,Ants,1,1
John / Jaan / Jussi / Hans,Juuru,John/St John,1,1
John / Jaan / Jussi / Hans,Juuru,Other,1,1
John / Jaan / Jussi / Hans,Juva,Other,2,2
John / Jaan / Jussi / Hans,Jällivaara,Jussi,1,1
John / Jaan / Jussi / Hans,Jämsä,Jussi,3,2
John / Jaan / Jussi / Hans,Järva-Jaani,Ants,1,1
John / Jaan / Jussi / Hans,Järva-Jaani,Hans,5,2
John / Jaan / Jussi / Hans,Järva-Jaani,Jaan/Jaani,2,1
John / Jaan / Jussi / Hans,Järva-Jaani,Other,5,4
John / Jaan / Jussi / Hans,Järva-Madise,Hans,6,4
John / Jaan / Jussi / Hans,Järva-Madise,Jaan/Jaani,4,3
John / Jaan / Jussi / Hans,Järva-Madise,Other,6,4
John / Jaan / Jussi / Hans,Jõelähtme,Ants,6,4
John / Jaan / Jussi / Hans,Jõelähtme,Hans,1,1
John / Jaan / Jussi / Hans,Jõelähtme,Jaan/Jaani,1,1
John / Jaan / Jussi / Hans,Jõelähtme,Jussi,1,1
John / Jaan / Jussi / Hans,Jõelähtme,Other,2,2
John / Jaan / Jussi / Hans,Jõhvi,Ants,1,1
John / Jaan / Jussi / Hans,Jõhvi,Jaan/Jaani,2,1
John / Jaan / Jussi / Hans,Jõhvi,John/St John,2,1
John / Jaan / Jussi / Hans,Jõhvi,Other,7,7
John / Jaan / Jussi / Hans,Jüri,Ants,1,1
John / Jaan / Jussi / Hans,Jüri,Hans,7,4
John / Jaan / Jussi / Hans,Jüri,Jaan/Jaani,4,2
John / Jaan / Jussi / Hans,Jüri,Jussi,1,1
John / Jaan / Jussi / Hans,Jüri,Other,4,4
John / Jaan / Jussi / Hans,Kaarma,Hans,11,1
John / Jaan / Jussi / Hans,Kaarma,Jaan/Jaani,2,1
John / Jaan / Jussi / Hans,Kaarma,John/St John,2,1
John / Jaan / Jussi / Hans,Kaavi,John/St John,1,1
John / Jaan / Jussi / Hans,Kaavi,Jussi,2,2
John / Jaan / Jussi / Hans,Kaavi,Other,1,1
John / Jaan / Jussi / Hans,Kadrina,Ants,3,3
John / Jaan / Jussi / Hans,Kadrina,Hans,4,4
John / Jaan / Jussi / Hans,Kadrina,Jaan/Jaani,3,3
John / Jaan / Jussi / Hans,Kadrina,John/St John,2,2
John / Jaan / Jussi / Hans,Kadrina,Juhan,2,2
John / Jaan / Jussi / Hans,Kadrina,Other,11,9
John / Jaan / Jussi / Hans,Kalajoki,Jussi,1,1
John / Jaan / Jussi / Hans,Kambja,John/St John,2,2
John / Jaan / Jussi / Hans,Kanepi,Ants,1,1
John / Jaan / Jussi / Hans,Kanepi,Jaan/Jaani,1,1
John / Jaan / Jussi / Hans,Kanepi,John/St John,1,1
John / Jaan / Jussi / Hans,Kangasala,Jussi,1,1
John / Jaan / Jussi / Hans,Kangaslampi,Jussi,2,2
John / Jaan / Jussi / Hans,Kangasniemi,Jussi,5,3
John / Jaan / Jussi / Hans,Kangasniemi,Other,1,1
John / Jaan / Jussi / Hans,Kankaanpää,John/St John,1,1
John / Jaan / Jussi / Hans,Kanneljärvi,Jussi,2,2
John / Jaan / Jussi / Hans,Kaprio,John/St John,1,1
