person_cluster,area_name,english_variant,mentions,poems
Väinämöinen,Nurmes,Väinämöinen,8,8
Väinämöinen,Nurmes,Väinö/Väinämö,2,2
Väinämöinen,Paatene,Väinö/Väinämö,8,2
Väinämöinen,Padasjoki,Väinämöinen,3,1
Väinämöinen,Paltamo,Väinämöinen,10,7
Väinämöinen,Paltamo,Väinö/Väinämö,1,1
Väinämöinen,Parikkala,Väinämöinen,2,2
Väinämöinen,Pieksämäki,Väinämöinen,3,3
Väinämöinen,Pielavesi,Väinämöinen,16,6
Väinämöinen,Pielavesi,Väinö/Väinämö,1,1
Väinämöinen,Pielisjärvi,Väinämöinen,5,4
Väinämöinen,Pielisjärvi,Väinö/Väinämö,2,1
Väinämöinen,Piippola,Väinämöinen,2,2
Väinämöinen,Pistojärvi,Väinämöinen,7,5
Väinämöinen,Porajärvi,Väinämöinen,14,6
Väinämöinen,Pudasjärvi,Väinämöinen,1,1
Väinämöinen,Puolanka,Väinämöinen,1,1
Väinämöinen,Pyhäjärvi Ol.,Väinämöinen,2,1
Väinämöinen,Pyhäjärvi Vpl.,Väinämöinen,1,1
Väinämöinen,Pöide,Väinö/Väinämö,1,1
Väinämöinen,Rantasalmi,Väinämöinen,1,1
Väinämöinen,Rautalampi,Väinämöinen,1,1
Väinämöinen,Rautavaara,Väinö/Väinämö,1,1
Väinämöinen,Repola,Väinämöinen,29,13
Väinämöinen,Repola,Väinö/Väinämö,6,4
Väinämöinen,Ruskeala,Väinämöinen,1,1
Väinämöinen,Räisälä,Väinämöinen,1,1
Väinämöinen,Rääkkylä,Väinämöinen,14,7
Väinämöinen,Rääpyvä,Väinämöinen,1,1
Väinämöinen,Saarijärvi,Väinämöinen,7,5
Väinämöinen,Sakkola,Väinämöinen,2,2
Väinämöinen,Salmi,Väinämöinen,12,5
Väinämöinen,Savitaipale,Väinämöinen,1,1
Väinämöinen,Siilinjärvi,Väinämöinen,1,1
Väinämöinen,Soanlahti,Väinämöinen,6,3
Väinämöinen,Soanlahti,Väinö/Väinämö,2,2
Väinämöinen,Soikkola,Väinämöinen,22,11
Väinämöinen,Soikkola,Väinö/Väinämö,6,4
Väinämöinen,Sonkajärvi,Väinämöinen,1,1
Väinämöinen,Sortavala,Väinämöinen,4,4
Väinämöinen,Sotkamo,Väinämöinen,19,9
Väinämöinen,Suistamo,Väinämöinen,158,69
Väinämöinen,Suistamo,Väinö/Väinämö,47,20
Väinämöinen,Sulkava,Väinämöinen,1,1
Väinämöinen,Suojärvi,Väinämöinen,93,36
Väinämöinen,Suojärvi,Väinö/Väinämö,15,6
Väinämöinen,Suomussalmi,Väinämöinen,3,3
Väinämöinen,Suonenjoki,Väinämöinen,3,3
Väinämöinen,Säräisniemi,Väinämöinen,3,2
Väinämöinen,Sääminki,Väinämöinen,1,1
Väinämöinen,Sääminki,Väinö/Väinämö,1,1
Väinämöinen,Säämäjärvi,Väinämöinen,3,1
Väinämöinen,Taivalkoski,Väinämöinen,1,1
Väinämöinen,Tartu-Maarja,Väinö/Väinämö,1,1
Väinämöinen,Tohmajärvi,Väinämöinen,2,2
Väinämöinen,Tohmajärvi,Väinö/Väinämö,2,1
Väinämöinen,Toksova,Väinämöinen,2,1
Väinämöinen,Tolmačču,Väinö/Väinämö,2,1
Väinämöinen,Tulemajärvi,Väinämöinen,12,3
Väinämöinen,Tulemajärvi,Väinö/Väinämö,2,2
Väinämöinen,Turtola,Väinämöinen,2,2
Väinämöinen,Tuupovaara,Väinämöinen,12,3
Väinämöinen,Tuusniemi,Väinämöinen,1,1
Väinämöinen,Tyrvää,Väinämöinen,4,1
Väinämöinen,Tyrvää,Väinö/Väinämö,1,1
Väinämöinen,Tyrö,Väinämöinen,11,2
Väinämöinen,Uhtua,Väinämöinen,19,7
Väinämöinen,Uukuniemi,Väinämöinen,1,1
Väinämöinen,Valkeasaari,Väinämöinen,1,1
Väinämöinen,Valtimo,Väinämöinen,5,4
Väinämöinen,Varpaisjärvi,Väinämöinen,2,2
Väinämöinen,Venjoki,Väinämöinen,1,1
Väinämöinen,Vieljärvi,Väinämöinen,5,3
Väinämöinen,Vieljärvi,Väinö/Väinämö,2,1
Väinämöinen,Virolahti,Väinö/Väinämö,1,1
Väinämöinen,Vuokkiniemi,Väinämöinen,46,22
Väinämöinen,Vuokkiniemi,Väinö/Väinämö,4,3
Väinämöinen,Vuole,Väinämöinen,7,5
Väinämöinen,Vuole,Väinö/Väinämö,2,2
Väinämöinen,Yli-Ii,Väinö/Väinämö,1,1
Väinämöinen,Östmark,Väinämöinen,2,2
